5.503320412446205978e+01,7.650374570280931152e+01,7.259230532362656163e+01,7.234769842615389734e+01,6.236139569780297931e-01,5.011032257604473017e-01,3.942645563265526620e-01,3.716886052581023780e-01,5.877404130518807390e-01,3.762438377050987270e-01,1.362873441374200079e+00,0.000000000000000000e+00
5.517977007734054951e+01,9.008566570936115170e+01,7.622265165253202213e+01,7.239733382511091975e+01,7.045362912905105413e-01,5.640792738657200989e-01,3.657369740426955618e-01,3.998816101261858935e-01,6.018039401788390919e-01,5.449216401463204962e-01,1.461308370693381153e+00,0.000000000000000000e+00
5.436782350529851016e+01,8.411470235509143833e+01,7.326347581373273954e+01,7.131548149716445550e+01,6.959921340026127279e-01,5.829600379531254539e-01,4.228564020655932731e-01,4.000468630789609237e-01,6.337240053154491459e-01,7.510635571839506808e-01,1.376705329772445197e+00,0.000000000000000000e+00
5.796426976279781229e+01,8.059290957779650455e+01,7.427451991986265512e+01,7.266949389618105215e+01,8.256822307913221914e-01,6.604761624014194865e-01,4.012228968049145750e-01,3.886841386103688789e-01,6.188223225220577106e-01,1.000000000000000000e+00,1.403642012682506435e+00,0.000000000000000000e+00
5.512479456005747380e+01,9.112399053634260326e+01,7.621370587113169393e+01,7.202442895459374483e+01,7.378110582682132490e-01,6.023560542617614200e-01,3.998985369374241650e-01,3.687846852646165519e-01,6.110946444021706503e-01,5.781298199018655160e-01,1.388071386411573016e+00,0.000000000000000000e+00
5.479700635846045742e+01,9.104667870811783814e+01,7.613075359919980656e+01,7.199136476377000804e+01,7.497481044688434348e-01,6.009353187268924312e-01,3.860801250300169296e-01,4.238504017775381327e-01,5.931098038162825326e-01,7.348341839019254529e-01,1.421289759758500137e+00,0.000000000000000000e+00
5.546089584015692964e+01,8.958014266537760761e+01,7.566099546152622679e+01,7.281003971369337080e+01,7.474915103686526896e-01,5.904732467617476166e-01,3.995515301108252260e-01,3.989931058381210316e-01,6.327938985374944592e-01,5.576012463434426580e-01,1.319016424933384224e+00,0.000000000000000000e+00
5.591281030262938145e+01,8.996700396010895417e+01,7.564595450375759356e+01,7.220595982640580246e+01,7.441764667598959049e-01,6.005734249755351195e-01,3.997958174328339331e-01,3.651544051559752480e-01,6.009724460148846426e-01,5.754581743822199114e-01,1.387783655088129731e+00,0.000000000000000000e+00
5.467148806267879024e+01,7.631682031585391712e+01,7.300839113338558661e+01,7.175603331252690964e+01,6.599999187474788753e-01,5.285212933644569677e-01,4.374243493389560755e-01,3.655278367874814083e-01,6.399483601269805311e-01,3.018839298508194657e-01,1.324012077867574799e+00,0.000000000000000000e+00
5.518136752051591287e+01,8.638847172830412546e+01,7.542579382642901464e+01,7.161513149442912152e+01,8.057651531402825196e-01,6.913380251013958588e-01,4.004366307309792372e-01,4.009596596064107787e-01,6.375785035080795415e-01,9.838845938931893853e-01,1.806834496895560083e+00,0.000000000000000000e+00
5.590954436063237409e+01,8.154585699868377446e+01,7.481323614790827037e+01,7.300050432573652870e+01,8.007279635674076079e-01,6.602394007206353610e-01,4.003580864829758834e-01,3.823497505342184910e-01,5.696218285110239421e-01,9.093408804549375501e-01,1.450377246839520629e+00,0.000000000000000000e+00
5.485165950810074520e+01,7.552794788472128573e+01,7.297036466179635283e+01,7.158837008498299781e+01,6.561823056050738456e-01,5.244504143751982372e-01,4.002759856742812983e-01,3.999277248662590489e-01,6.120467746993999425e-01,3.454532992781690348e-01,1.312368019606948710e+00,0.000000000000000000e+00
5.476941065633252492e+01,8.955681792161658450e+01,7.482505763852363145e+01,7.160572591474895887e+01,7.339299841176709638e-01,5.909248447751651589e-01,4.459130129713554935e-01,4.000615721494162336e-01,5.998593665766848160e-01,6.455377583542571962e-01,1.461058399554912235e+00,0.000000000000000000e+00
5.489561247212966322e+01,9.147512488406255216e+01,7.602255967396092728e+01,7.239613942195344976e+01,7.145603458889955295e-01,5.899487038661939131e-01,3.562326738468230558e-01,3.042568207467329366e-01,6.000914853197100163e-01,5.959407536124297078e-01,1.401743446094902312e+00,0.000000000000000000e+00
5.418318236307187874e+01,7.877415040722738127e+01,7.325981227518349215e+01,7.289048102841854870e+01,6.875260035559550564e-01,5.318203067553719521e-01,3.968412861731607233e-01,3.816373881877651586e-01,5.999810156052510779e-01,3.181152414774389703e-01,1.446965036742852817e+00,0.000000000000000000e+00
5.578091922919328738e+01,9.054130123540691955e+01,7.564884632862273861e+01,7.237982076302915857e+01,7.202601495431265599e-01,5.536886861659786607e-01,4.016960288396676515e-01,3.191691766805411223e-01,5.437430824057490897e-01,5.431191254118384881e-01,1.371227691628254197e+00,0.000000000000000000e+00
5.487545851935120567e+01,7.737234512983899037e+01,7.266267922864243189e+01,7.119293702398725543e+01,6.687238151179831780e-01,5.411399295162269141e-01,4.010014515009434066e-01,4.287613812328157081e-01,5.998752184679880806e-01,3.779543786494435342e-01,1.445039412989019167e+00,0.000000000000000000e+00
5.514810477873923134e+01,8.939683880470862221e+01,7.633611385876619693e+01,7.231729794408032319e+01,7.454347432317780520e-01,5.909466145172791451e-01,3.705945293429809828e-01,4.050758539341963171e-01,6.001048448294185045e-01,5.206737302120454380e-01,1.433905164153603806e+00,0.000000000000000000e+00
5.364607093130754123e+01,9.132550175141200555e+01,7.538995321742170574e+01,7.217235026017638688e+01,7.396879555825667252e-01,5.683277504488796206e-01,4.207538620646386063e-01,3.754746250984494771e-01,5.999459884944737809e-01,5.372878763754044273e-01,1.431766721943091625e+00,0.000000000000000000e+00
5.607984381922446460e+01,7.382031348686152228e+01,7.314025558629379020e+01,7.159512381305101769e+01,6.218876555318471056e-01,4.972745982933724496e-01,4.000447598587975051e-01,4.000090363240018654e-01,6.025970805375461259e-01,1.856866269168076511e-01,1.426691605832645759e+00,0.000000000000000000e+00
5.537389215868321912e+01,9.104025548917620370e+01,7.611021075351902709e+01,7.225973448874373162e+01,7.555232552381458966e-01,6.103382411491479198e-01,4.172764744246192925e-01,4.305821934818010455e-01,5.645918633927662356e-01,5.503306993143901593e-01,1.353799270751590900e+00,0.000000000000000000e+00
5.645901149911962591e+01,8.111120334366643192e+01,7.533460857999310178e+01,7.310465317378569239e+01,8.363943049758503223e-01,6.626930699497725064e-01,3.856125693868234228e-01,3.677545369982792578e-01,5.451547839605886958e-01,9.209984927941977650e-01,1.380623124195801354e+00,0.000000000000000000e+00
